filename;reference_author;reference_year;reference_title
EXPLOR~1.PDF;" buenrostro jd, giresi pg, zaba lc, chang hy, greenleaf wj. transposition of
native chromatin for fast and sensitive epigenomic profiling of open
chromatin, dna-binding proteins and nucleosome position. nat methods
2013;10";2013;"1213–8.
"
EXPLOR~1.PDF; ernst j, kellis m. chromhmm;2012;" automating chromatin-state discovery and
characterization"
EXPLOR~1.PDF;" hoffman mm, buske oj, wang j, weng z, bilmes ja, noble ws. unsupervised
pattern discovery in human chromatin structure through genomic
segmentation. nat methods 2012;9";2012;"473–6.
"
EXPLOR~1.PDF;" consortium ep. an integrated encyclopedia of dna elements in the human
genome. nature 2012;489";2012;"57–74.
"
EXPLOR~1.PDF;" kim tk, hemberg m, gray jm, costa am, bear dm, wu j, et al. widespread
transcription
at
neuronal
activity-regulated
enhancers.
nature
2010;465";2010;"182–7.
"
EXPLOR~1.PDF;" wang d, garcia-bassets i, benner c, li w, su x, zhou y, et al. reprogramming
transcription by distinct classes of enhancers functionally defined by erna.
nature 2011;474";2011;"390–4.
"
EXPLOR~1.PDF;" dao ltm, galindo-albarran ao, castro-mondragon ja, andrieu-soler c,
medina-rivera a, souaid c, et al. genome-wide characterization of
mammalian promoters with distal enhancer functions. nat genet
2017;49";2017;"1073–81.
"
EXPLOR~1.PDF;" engreitz jm, haines je, perez em, munson g, chen j, kane m, et al. local
regulation of gene expression by lncrna promoters, transcription and
splicing. nature 2016;539";2016;"452–5.
"
EXPLOR~1.PDF;" shiraki t, kondo s, katayama s, waki k, kasukawa t, kawaji h, et al. cap
analysis gene expression for high-throughput analysis of transcriptional
starting point and identification of promoter usage. proc natl acad sci u s a
2003;100";2003;"15776–81.
"
EXPLOR~1.PDF;" hirabayashi s, bhagat s, matsuki y, takegami y, uehata t, kanemaru a, et al.
net-cage characterizes the dynamics and topology of human transcribed
cis-regulatory elements. nat genet 2019;51";2019;"1369–79.
"
EXPLOR~1.PDF;" churchman ls, weissman js. nascent transcript sequencing visualizes
transcription at nucleotide resolution. nature 2011;469";2011;"368–73.
"
EXPLOR~1.PDF;" mahat db, kwak h, booth gt, jonkers ih, danko cg, patel rk, et al. base-pairresolution genome-wide mapping of active rna polymerases using precision
nuclear run-on (pro-seq). nat protoc 2016;11";2016;"1455–76.
"
EXPLOR~1.PDF;" core lj, waterfall jj, lis jt. nascent rna sequencing reveals widespread
pausing and divergent initiation at human promoters. science
2008;322";2008;"1845–8.
"
EXPLOR~1.PDF;" cruz-molina s, respuela p, tebartz c, kolovos p, nikolic m, fueyo r, et al.
prc2 facilitates the regulatory topology required for poised enhancer
function during pluripotent stem cell differentiation. cell stem cell
2017;20. 689–705 e9.";2017;" cruz-molina s, respuela p, tebartz c, kolovos p, nikolic m, fueyo r, et al.
prc2 facilitates the regulatory topology required for poised enhancer
function during pluripotent stem cell differentiation"
EXPLOR~1.PDF;" entrevan m, schuettengruber b, cavalli g. regulation of genome architecture
and function by polycomb proteins. trends cell biol 2016;26";2016;"511–25.
"
EXPLOR~1.PDF;" kwasnieski jc, fiore c, chaudhari hg, cohen ba. high-throughput functional
testing
of
encode
segmentation
predictions.
genome
res
2014;24";2014;"1595–602.
"
EXPLOR~1.PDF;" rajagopal n, srinivasan s, kooshesh k, guo y, edwards md, banerjee b, et al.
high-throughput
mapping
of
regulatory
dna.
nat
biotechnol
2016;34";2016;"167–74.
"
EXPLOR~1.PDF;" dekker j, rippe k, dekker m, kleckner n. capturing chromosome
conformation. science 2002;295";2002;"1306–11.
"
EXPLOR~1.PDF;" lieberman-aiden e, van berkum nl, williams l, imakaev m, ragoczy t,
telling a, et al. comprehensive mapping of long-range interactions reveals
folding principles of the human genome. science 2009;326";2009;"289–93.
"
EXPLOR~1.PDF;" fullwood mj, liu mh, pan yf, liu j, xu h, mohamed yb, et al. an oestrogenreceptor-alpha-bound
human
chromatin
interactome.
nature
2009;462";2009;"58–64.
"
EXPLOR~1.PDF;" mumbach mr, rubin aj, flynn ra, dai c, khavari pa, greenleaf wj, et al.
hichip";2016;" efficient and sensitive analysis of protein-directed genome
architecture"
EXPLOR~1.PDF;" forcato m, nicoletti c, pal k, livi cm, ferrari f, bicciato s. comparison of
computational methods for hi-c data analysis. nat methods
2017;14";2017;"679–85.
"
EXPLOR~1.PDF;" quinodoz sa, ollikainen n, tabak b, palla a, schmidt jm, detmar e, et al.
higher-order inter-chromosomal hubs shape 3d genome organization in the
nucleus. cell 2018;174. 744–57 e24.";2018;" quinodoz sa, ollikainen n, tabak b, palla a, schmidt jm, detmar e, et al.
higher-order inter-chromosomal hubs shape 3d genome organization in the
nucleus"
EXPLOR~1.PDF;" schoenfelder s, fraser p. long-range enhancer-promoter contacts in gene
expression control. nat rev genet 2019;20";2019;"437–55.
"
EXPLOR~1.PDF; robson mi, ringel ar, mundlos s. regulatory landscaping;2019; how enhancerpromoter communication is sculpted in 3d
EXPLOR~1.PDF;" kempfer r, pombo a. methods for mapping 3d chromosome architecture. nat
rev genet 2019.";2019; kempfer r, pombo a
EXPLOR~1.PDF;" mccord rp, kaplan n, giorgetti l. chromosome conformation capture and
beyond";2020;" toward an integrative view of chromosome structure and function.
mol cell "
EXPLOR~1.PDF;" lin d, hong p, zhang s, xu w, jamal m, yan k, et al. digestion-ligation-only
hi-c is an efficient and cost-effective method for chromosome conformation
capture. nat genet 2018;50";2018;"754–63.
"
EXPLOR~1.PDF;" liang z, li g, wang z, djekidel mn, li y, qian mp, et al. bl-hi-c is an efficient
and sensitive approach for capturing structural and regulatory chromatin
interactions. nat commun 2017;8";2017;"1622.
"
EXPLOR~1.PDF;" brant l, georgomanolis t, nikolic m, brackley ca, kolovos p, van ijcken w,
et al. exploiting native forces to capture chromosome conformation in
mammalian cell nuclei. mol syst biol 2016;12";2016;"891.
"
EXPLOR~1.PDF; mizi a, gade gusmao e, papantonis a. ihi-c 2.0;2020;" a simple approach for
mapping native spatial chromatin organisation from low cell numbers.
methods "
EXPLOR~1.PDF;" beagrie ra, scialdone a, schueler m, kraemer dc, chotalia m, xie sq, et al.
complex multi-enhancer contacts captured by genome architecture
mapping. nature 2017;543";2017;"519–24.
"
EXPLOR~1.PDF;" lai b, tang q, jin w, hu g, wangsa d, cui k, et al. trac-looping measures
genome
structure
and
chromatin
accessibility.
nat
methods
2018;15";2018;"741–7.
"
EXPLOR~1.PDF;" redolfi j, zhan y, valdes-quezada c, kryzhanovska m, guerreiro i,
iesmantavicius v, et al. damc reveals principles of chromatin folding
in vivo without crosslinking and ligation. nat struct mol biol
2019;26";2019;"471–80.
"
EXPLOR~1.PDF;" zheng m, tian sz, capurso d, kim m, maurya r, lee b, et al. multiplex
chromatin
interactions
with
single-molecule
precision.
nature
2019;566";2019;"558–62.
"
EXPLOR~1.PDF;" li x, luo oj, wang p, zheng m, wang d, piecuch e, et al. long-read chia-pet
for base-pair-resolution mapping of haplotype-specific chromatin
interactions. nat protoc 2017;12";2017;"899–915.
"
EXPLOR~1.PDF;" tang z, luo oj, li x, zheng m, zhu jj, szalaj p, et al. ctcf-mediated human 3d
genome architecture reveals chromatin topology for transcription. cell
2015;163";2015;"1611–27.
"
EXPLOR~1.PDF;" rowley mj, nichols mh, lyu x, ando-kuri m, rivera ism, hermetz k, et al.
evolutionarily conserved principles predict 3d chromatin organization. mol
cell 2017;67. 837–52 e7.";2017;" rowley mj, nichols mh, lyu x, ando-kuri m, rivera ism, hermetz k, et al.
evolutionarily conserved principles predict 3d chromatin organization"
EXPLOR~1.PDF;" weintraub as, li ch, zamudio av, sigova aa, hannett nm, day ds, et al. yy1
is a structural regulator of enhancer-promoter loops. cell 2017;171. 1573–88
e28.";2017; weintraub as, li ch, zamudio av, sigova aa, hannett nm, day ds, et al
EXPLOR~1.PDF;" fang r, yu m, li g, chee s, liu t, schmitt ad, et al. mapping of long-range
chromatin interactions by proximity ligation-assisted chip-seq. cell res
2016;26";2016;"1345–8.
"
EXPLOR~1.PDF;" hughes jr, roberts n, mcgowan s, hay d, giannoulatou e, lynch m, et al.
analysis of hundreds of cis-regulatory landscapes at high resolution in a
single, high-throughput experiment. nat genet 2014;46";2014;"205–12.
"
EXPLOR~1.PDF;" oudelaar am, beagrie ra, gosden m, de ornellas s, georgiades e, kerry j, et al.
dissection of the 4d chromatin structure of the a-globin locus through
in vivo erythroid differentiation with extreme spatial and temporal
resolution. biorxiv 2019";2019;"763763.
"
EXPLOR~1.PDF;" javierre bm, burren os, wilder sp, kreuzhuber r, hill sm, sewitz s, et al.
lineage-specific genome architecture links enhancers and non-coding disease
variants to target gene promoters. cell 2016;167. 1369–84 e19.";2016;" javierre bm, burren os, wilder sp, kreuzhuber r, hill sm, sewitz s, et al.
lineage-specific genome architecture links enhancers and non-coding disease
variants to target gene promoters"
EXPLOR~1.PDF;" schoenfelder s, furlan-magaril m, mifsud b, tavares-cadete f, sugar r,
javierre b-m, et al. the pluripotent regulatory circuitry connecting promoters
to their long-range interacting elements. genome res 2015;25";2015;"582–97.
"
EXPLOR~1.PDF;" kolovos p, brouwer rww, kockx cem, lesnussa m, kepper n, zuin j, et al.
investigation of the spatial structure and interactions of the genome at subkilobase-pair resolution using t2c. nat protoc 2018;13";2018;"459–77.
"
EXPLOR~1.PDF;" sahlen p, abdullayev i, ramskold d, matskova l, rilakovic n, lotstedt b, et al.
genome-wide mapping of promoter-anchored interactions with close to
single-enhancer resolution. genome biol 2015;16";2015;"156.
"
EXPLOR~1.PDF;" muller h, scolari vf, agier n, piazza a, thierry a, mercy g, et al.
characterizing meiotic chromosomes’ structure and pairing using a
designer sequence optimized for hi-c. mol syst biol 2018;14";2018;"e8293.
"
EXPLOR~1.PDF;" hsieh th, weiner a, lajoie b, dekker j, friedman n, rando oj. mapping
nucleosome resolution chromosome folding in yeast by micro-c. cell
2015;162";2015;"108–19.
"
EXPLOR~1.PDF;" ma w, ay f, lee c, gulsoy g, deng x, cook s, et al. fine-scale chromatin
interaction maps reveal the cis-regulatory landscape of human lincrna
genes. nat methods 2015;12";2015;"71–8.
"
EXPLOR~1.PDF; ben zouari y, molitor am, sikorska n, pancaldi v, sexton t. chicmaxima;2019;" a
robust and simple pipeline for detection and visualization of chromatin
looping in capture hi-c"
EXPLOR~1.PDF;" mateo lj, murphy se, hafner a, cinquini is, walker ca, boettiger an.
visualizing dna folding and rna in embryos at single-cell resolution. nature
2019;568";2019;"49–54.
"
EXPLOR~1.PDF;" kaul a, bhattacharyya s, ay f. identifying statistically significant chromatin
contacts from hi-c data with fithic2. nat protoc 2020.";2020; kaul a, bhattacharyya s, ay f
EXPLOR~1.PDF;" oudelaar am, davies joj, hanssen llp, telenius jm, schwessinger r, liu y,
et al. single-allele chromatin interactions identify regulatory hubs in dynamic
compartmentalized domains. nat genet 2018;50";2018;"1744–51.
"
EXPLOR~1.PDF; sutherland h, bickmore wa. transcription factories;2009;" gene expression in
unions?"
EXPLOR~1.PDF;" jiang t, raviram r, snetkova v, rocha pp, proudhon c, badri s, et al.
identification of multi-loci hubs from 4c-seq demonstrates the functional
importance
of
simultaneous
interactions.
nucleic
acids
res
2016;44";2016;"8714–25.
"
EXPLOR~1.PDF;" ay f, vu th, zeitz mj, varoquaux n, carette je, vert jp, et al. identifying multilocus chromatin contacts in human cells using tethered multiple 3c. bmc
genomics 2015;16";2015;"121.
"
EXPLOR~1.PDF;" olivares-chauvet p, mukamel z, lifshitz a, schwartzman o, elkayam no,
lubling y, et al. capturing pairwise and multi-way chromosomal
conformations using chromosomal walks. nature 2016;540";2016;"296–300.
"
EXPLOR~1.PDF;" allahyar a, vermeulen c, bouwman bam, krijger phl, verstegen m, geeven
g, et al. enhancer hubs and loop collisions identified from single-allele
topologies. nat genet 2018;50";2018;"1151–60.
"
EXPLOR~1.PDF;" vermeulen c, allahyar a, bouwman bam, krijger phl, verstegen m, geeven
g, et al. multi-contact 4c";2020;" long-molecule sequencing of complex proximity
ligation products to uncover local cooperative and competitive chromatin
topologies"
EXPLOR~1.PDF;" nagano t, lubling y, stevens tj, schoenfelder s, yaffe e, dean w, et al. singlecell hi-c reveals cell-to-cell variability in chromosome structure. nature
2013;502";2013;"59–64.
"
EXPLOR~1.PDF;" flyamer im, gassler j, imakaev m, brandao hb, ulianov sv, abdennur n, et al.
single-nucleus hi-c reveals unique chromatin reorganization at oocyte-tozygote transition. nature 2017;544";2017;"110–4.
"
EXPLOR~1.PDF;" ramani v, deng x, qiu r, gunderson kl, steemers fj, disteche cm, et al.
massively multiplex single-cell hi-c. nat methods 2017;14";2017;"263–6.
"
EXPLOR~1.PDF;" du z, zheng h, huang b, ma r, wu j, zhang x, et al. allelic reprogramming of
3d chromatin architecture during early mammalian development. nature
2017;547";2017;"232–5.
"
EXPLOR~1.PDF;" stevens tj, lando d, basu s, atkinson lp, cao y, lee sf, et al. 3d structures of
individual mammalian genomes studied by single-cell hi-c. nature
2017;544";2017;"59–64.
"
EXPLOR~1.PDF;" tan l, xing d, chang ch, li h, xie xs. three-dimensional genome structures
of single diploid human cells. science 2018;361";2018;"924–8.
"
EXPLOR~1.PDF;" wang y, song f, zhang b, zhang l, xu j, kuang d, et al. the 3d genome
browser";2018;" a web-based browser for visualizing 3d genome organization and
long-range chromatin interactions"
EXPLOR~1.PDF; huang d, yi x, zhang s, zheng z, wang p, xuan c, et al. gwas4d;2018;"
multidimensional analysis of context-specific regulatory variant for human
complex diseases and traits"
EXPLOR~1.PDF;" hariprakash jm, ferrari f. computational biology solutions to identify
enhancers-target gene pairs. comput struct biotechnol j 2019;17";2019;"
821–31.
"
EXPLOR~1.PDF;" cao q, yip ky. a survey on computational methods for enhancer and
enhancer target predictions. conf proc 2015.";2015; cao q, yip ky
EXPLOR~1.PDF;" thurman re, rynes e, humbert r, vierstra j, maurano mt, haugen e, et al.
the accessible chromatin landscape of the human genome. nature
2012;489";2012;"75–82.
"
EXPLOR~1.PDF; shlyueva d, stampfel g, stark a. transcriptional enhancers;2014;" from properties
to genome-wide predictions"
EXPLOR~1.PDF;" corradin o, saiakhova a, akhtar-zaidi b, myeroff l, willis j, cowper-sal lari r,
et al. combinatorial effects of multiple enhancer variants in linkage
disequilibrium dictate levels of gene expression to confer susceptibility to
common traits. genome res 2014;24";2014;"1–13.
"
EXPLOR~1.PDF;" dixon jr, selvaraj s, yue f, kim a, li y, shen y, et al. topological domains in
mammalian genomes identified by analysis of chromatin interactions. nature
2012;485";2012;"376–80.
"
